uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
RN,OUTRAS,HOSPITAL,"20 - 29",M,62
RN,OUTRAS,IGNORADO,"20 - 29",M,10
RN,OUTRAS,OUTRO,"20 - 29",F,2
RN,OUTRAS,OUTRO,"20 - 29",M,15
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,6
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,2
RN,OUTRAS,VIA_PUBLICA,"20 - 29",F,3
RN,OUTRAS,VIA_PUBLICA,"20 - 29",M,46
RN,COVID,HOSPITAL,"20 - 29",M,1
RN,INDETERMINADA,HOSPITAL,"20 - 29",F,2
RN,INDETERMINADA,HOSPITAL,"20 - 29",M,1
RN,INDETERMINADA,OUTRO,"20 - 29",M,1
RN,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
RN,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,4
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,4
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,9
RN,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"20 - 29",M,1
RN,PNEUMONIA,DOMICILIO,"20 - 29",F,2
RN,PNEUMONIA,DOMICILIO,"20 - 29",M,5
RN,PNEUMONIA,HOSPITAL,"20 - 29",F,11
RN,PNEUMONIA,HOSPITAL,"20 - 29",M,12
RN,PNEUMONIA,OUTRO,"20 - 29",M,1
RN,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,2
RN,PNEUMONIA,VIA_PUBLICA,"20 - 29",M,1
RN,SEPTICEMIA,DOMICILIO,"20 - 29",F,2
RN,SEPTICEMIA,DOMICILIO,"20 - 29",M,3
RN,SEPTICEMIA,HOSPITAL,"20 - 29",F,14
RN,SEPTICEMIA,HOSPITAL,"20 - 29",M,28
RN,SEPTICEMIA,IGNORADO,"20 - 29",F,1
RO,OUTRAS,DOMICILIO,"20 - 29",F,5
RO,OUTRAS,DOMICILIO,"20 - 29",M,22
RO,OUTRAS,HOSPITAL,"20 - 29",F,17
RO,OUTRAS,HOSPITAL,"20 - 29",M,37
RO,OUTRAS,IGNORADO,"20 - 29",F,1
RO,OUTRAS,OUTRO,"20 - 29",M,17
RO,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
RO,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,2
RO,OUTRAS,VIA_PUBLICA,"20 - 29",F,4
RO,OUTRAS,VIA_PUBLICA,"20 - 29",M,29
RO,COVID,HOSPITAL,"20 - 29",M,1
RO,INDETERMINADA,HOSPITAL,"20 - 29",M,1
RO,INDETERMINADA,VIA_PUBLICA,"20 - 29",M,1
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,1
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,5
RO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",M,1
RO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
RO,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",M,1
RO,PNEUMONIA,HOSPITAL,"20 - 29",F,4
RO,PNEUMONIA,HOSPITAL,"20 - 29",M,12
RO,SEPTICEMIA,HOSPITAL,"20 - 29",F,9
RO,SEPTICEMIA,HOSPITAL,"20 - 29",M,9
RR,OUTRAS,DOMICILIO,"20 - 29",F,5
RR,OUTRAS,DOMICILIO,"20 - 29",M,5
RR,OUTRAS,HOSPITAL,"20 - 29",F,11
RR,OUTRAS,HOSPITAL,"20 - 29",M,34
RR,OUTRAS,OUTRO,"20 - 29",F,1
RR,OUTRAS,OUTRO,"20 - 29",M,2
RR,OUTRAS,VIA_PUBLICA,"20 - 29",M,3
RR,COVID,HOSPITAL,"20 - 29",M,1
RR,INDETERMINADA,DOMICILIO,"20 - 29",F,1
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,1
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,2
RR,PNEUMONIA,HOSPITAL,"20 - 29",F,7
RR,PNEUMONIA,HOSPITAL,"20 - 29",M,5
RR,SEPTICEMIA,DOMICILIO,"20 - 29",M,1
RR,SEPTICEMIA,HOSPITAL,"20 - 29",F,7
RR,SEPTICEMIA,HOSPITAL,"20 - 29",M,9
RS,OUTRAS,DOMICILIO,"20 - 29",F,27
RS,OUTRAS,DOMICILIO,"20 - 29",M,53
RS,OUTRAS,HOSPITAL,"20 - 29",F,103
RS,OUTRAS,HOSPITAL,"20 - 29",M,128
RS,OUTRAS,IGNORADO,"20 - 29",F,2
RS,OUTRAS,IGNORADO,"20 - 29",M,6
RS,OUTRAS,OUTRO,"20 - 29",F,2
RS,OUTRAS,OUTRO,"20 - 29",M,24
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,8
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,7
RS,OUTRAS,VIA_PUBLICA,"20 - 29",F,4
RS,OUTRAS,VIA_PUBLICA,"20 - 29",M,31
RS,COVID,HOSPITAL,"20 - 29",F,2
RS,COVID,HOSPITAL,"20 - 29",M,2
RS,INDETERMINADA,DOMICILIO,"20 - 29",M,3
RS,INDETERMINADA,HOSPITAL,"20 - 29",M,4
RS,INDETERMINADA,OUTRO,"20 - 29",M,3
RS,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
RS,INDETERMINADA,VIA_PUBLICA,"20 - 29",M,1
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,1
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,1
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,19
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,21
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",M,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,2
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
RS,PNEUMONIA,DOMICILIO,"20 - 29",F,1
RS,PNEUMONIA,DOMICILIO,"20 - 29",M,1
RS,PNEUMONIA,HOSPITAL,"20 - 29",F,34
RS,PNEUMONIA,HOSPITAL,"20 - 29",M,67
RS,PNEUMONIA,OUTRO,"20 - 29",F,1
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,2
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,3
RS,SEPTICEMIA,HOSPITAL,"20 - 29",F,37
RS,SEPTICEMIA,HOSPITAL,"20 - 29",M,66
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
RS,SRAG,HOSPITAL,"20 - 29",F,2
RS,SRAG,HOSPITAL,"20 - 29",M,4
RS,SRAG,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
SC,OUTRAS,DOMICILIO,"20 - 29",F,11
SC,OUTRAS,DOMICILIO,"20 - 29",M,31
SC,OUTRAS,HOSPITAL,"20 - 29",F,68
SC,OUTRAS,HOSPITAL,"20 - 29",M,92
SC,OUTRAS,OUTRO,"20 - 29",F,6
SC,OUTRAS,OUTRO,"20 - 29",M,15
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,3
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,9
SC,OUTRAS,VIA_PUBLICA,"20 - 29",F,2
SC,OUTRAS,VIA_PUBLICA,"20 - 29",M,25
SC,COVID,HOSPITAL,"20 - 29",F,1
SC,INDETERMINADA,DOMICILIO,"20 - 29",F,1
SC,INDETERMINADA,DOMICILIO,"20 - 29",M,1
SC,INDETERMINADA,HOSPITAL,"20 - 29",M,1
SC,INDETERMINADA,OUTRO,"20 - 29",M,1
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,12
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,11
SC,PNEUMONIA,DOMICILIO,"20 - 29",M,7
SC,PNEUMONIA,HOSPITAL,"20 - 29",F,26
SC,PNEUMONIA,HOSPITAL,"20 - 29",M,32
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,2
SC,SEPTICEMIA,DOMICILIO,"20 - 29",F,2
SC,SEPTICEMIA,HOSPITAL,"20 - 29",F,31
SC,SEPTICEMIA,HOSPITAL,"20 - 29",M,37
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
SC,SRAG,HOSPITAL,"20 - 29",F,3
SC,SRAG,HOSPITAL,"20 - 29",M,1
SE,OUTRAS,DOMICILIO,"20 - 29",F,6
SE,OUTRAS,DOMICILIO,"20 - 29",M,18
SE,OUTRAS,HOSPITAL,"20 - 29",F,28
SE,OUTRAS,HOSPITAL,"20 - 29",M,62
SE,OUTRAS,OUTRO,"20 - 29",M,3
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,4
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,16
SE,OUTRAS,VIA_PUBLICA,"20 - 29",M,23
SE,INDETERMINADA,DOMICILIO,"20 - 29",F,1
SE,INDETERMINADA,DOMICILIO,"20 - 29",M,3
SE,INDETERMINADA,HOSPITAL,"20 - 29",F,1
SE,INDETERMINADA,VIA_PUBLICA,"20 - 29",M,2
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,4
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,6
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,6
SE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",F,1
SE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",M,1
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
SE,PNEUMONIA,DOMICILIO,"20 - 29",F,1
SE,PNEUMONIA,HOSPITAL,"20 - 29",F,10
SE,PNEUMONIA,HOSPITAL,"20 - 29",M,16
SE,SEPTICEMIA,HOSPITAL,"20 - 29",F,13
SE,SEPTICEMIA,HOSPITAL,"20 - 29",M,16
SP,OUTRAS,DOMICILIO,"20 - 29",F,156
SP,OUTRAS,DOMICILIO,"20 - 29",M,443
SP,OUTRAS,HOSPITAL,"20 - 29",F,571
SP,OUTRAS,HOSPITAL,"20 - 29",M,1247
SP,OUTRAS,IGNORADO,"20 - 29",F,7
SP,OUTRAS,IGNORADO,"20 - 29",I,48
SP,OUTRAS,IGNORADO,"20 - 29",M,28
SP,OUTRAS,OUTRO,"20 - 29",F,51
SP,OUTRAS,OUTRO,"20 - 29",M,230
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,62
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,128
SP,OUTRAS,POSTO_SAUDE,"20 - 29",F,2
SP,OUTRAS,POSTO_SAUDE,"20 - 29",M,5
SP,OUTRAS,VIA_PUBLICA,"20 - 29",F,69
SP,OUTRAS,VIA_PUBLICA,"20 - 29",M,601
SP,COVID,DOMICILIO,"20 - 29",M,1
SP,COVID,HOSPITAL,"20 - 29",F,12
SP,COVID,HOSPITAL,"20 - 29",M,13
SP,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
SP,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
SP,INDETERMINADA,DOMICILIO,"20 - 29",F,5
SP,INDETERMINADA,DOMICILIO,"20 - 29",M,10
SP,INDETERMINADA,HOSPITAL,"20 - 29",F,6
SP,INDETERMINADA,HOSPITAL,"20 - 29",M,17
SP,INDETERMINADA,OUTRO,"20 - 29",F,1
SP,INDETERMINADA,OUTRO,"20 - 29",M,11
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,2
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,4
SP,INDETERMINADA,VIA_PUBLICA,"20 - 29",M,4
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,7
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,21
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,75
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,104
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"20 - 29",M,1
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",F,3
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",M,5
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,10
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,12
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",M,3
SP,PNEUMONIA,DOMICILIO,"20 - 29",F,14
SP,PNEUMONIA,DOMICILIO,"20 - 29",M,28
SP,PNEUMONIA,HOSPITAL,"20 - 29",F,201
SP,PNEUMONIA,HOSPITAL,"20 - 29",M,387
SP,PNEUMONIA,IGNORADO,"20 - 29",M,1
SP,PNEUMONIA,OUTRO,"20 - 29",F,5
SP,PNEUMONIA,OUTRO,"20 - 29",M,11
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,11
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,22
SP,PNEUMONIA,VIA_PUBLICA,"20 - 29",M,3
SP,SEPTICEMIA,DOMICILIO,"20 - 29",F,4
SP,SEPTICEMIA,DOMICILIO,"20 - 29",M,8
SP,SEPTICEMIA,HOSPITAL,"20 - 29",F,241
SP,SEPTICEMIA,HOSPITAL,"20 - 29",M,295
SP,SEPTICEMIA,OUTRO,"20 - 29",F,3
SP,SEPTICEMIA,OUTRO,"20 - 29",M,3
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,5
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,3
SP,SRAG,DOMICILIO,"20 - 29",M,1
SP,SRAG,HOSPITAL,"20 - 29",F,5
SP,SRAG,HOSPITAL,"20 - 29",M,7
SP,SRAG,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
TO,OUTRAS,DOMICILIO,"20 - 29",F,4
TO,OUTRAS,DOMICILIO,"20 - 29",M,16
TO,OUTRAS,HOSPITAL,"20 - 29",F,13
TO,OUTRAS,HOSPITAL,"20 - 29",M,31
TO,OUTRAS,IGNORADO,"20 - 29",F,1
TO,OUTRAS,OUTRO,"20 - 29",M,8
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
TO,OUTRAS,VIA_PUBLICA,"20 - 29",F,5
TO,OUTRAS,VIA_PUBLICA,"20 - 29",M,25
TO,COVID,HOSPITAL,"20 - 29",F,1
TO,COVID,HOSPITAL,"20 - 29",M,1
TO,COVID,VIA_PUBLICA,"20 - 29",F,1
TO,INDETERMINADA,DOMICILIO,"20 - 29",F,1
TO,INDETERMINADA,DOMICILIO,"20 - 29",M,1
TO,INDETERMINADA,HOSPITAL,"20 - 29",F,1
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,2
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,1
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,3
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,3
TO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
TO,PNEUMONIA,HOSPITAL,"20 - 29",F,6
TO,PNEUMONIA,HOSPITAL,"20 - 29",M,7
TO,SEPTICEMIA,HOSPITAL,"20 - 29",F,6
TO,SEPTICEMIA,HOSPITAL,"20 - 29",M,7
AC,OUTRAS,DOMICILIO,"30 - 39",F,10
AC,OUTRAS,DOMICILIO,"30 - 39",M,36
AC,OUTRAS,HOSPITAL,"30 - 39",F,24
AC,OUTRAS,HOSPITAL,"30 - 39",M,27
AC,OUTRAS,OUTRO,"30 - 39",F,2
AC,OUTRAS,OUTRO,"30 - 39",M,18
AC,OUTRAS,VIA_PUBLICA,"30 - 39",F,5
AC,OUTRAS,VIA_PUBLICA,"30 - 39",M,25
AC,INDETERMINADA,DOMICILIO,"30 - 39",M,1
AC,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,2
AC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,1
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,4
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,8
AC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,1
AC,PNEUMONIA,HOSPITAL,"30 - 39",F,10
AC,PNEUMONIA,HOSPITAL,"30 - 39",M,14
AC,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
AC,SEPTICEMIA,HOSPITAL,"30 - 39",F,11
AC,SEPTICEMIA,HOSPITAL,"30 - 39",M,11
AL,OUTRAS,DOMICILIO,"30 - 39",F,26
AL,OUTRAS,DOMICILIO,"30 - 39",M,69
AL,OUTRAS,HOSPITAL,"30 - 39",F,91
AL,OUTRAS,HOSPITAL,"30 - 39",M,172
AL,OUTRAS,IGNORADO,"30 - 39",M,2
AL,OUTRAS,OUTRO,"30 - 39",M,27
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,10
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,11
AL,OUTRAS,VIA_PUBLICA,"30 - 39",F,13
AL,OUTRAS,VIA_PUBLICA,"30 - 39",M,80
AL,COVID,HOSPITAL,"30 - 39",F,2
AL,COVID,HOSPITAL,"30 - 39",M,3
AL,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
AL,INDETERMINADA,DOMICILIO,"30 - 39",F,3
AL,INDETERMINADA,DOMICILIO,"30 - 39",M,1
AL,INDETERMINADA,HOSPITAL,"30 - 39",M,1
AL,INDETERMINADA,IGNORADO,"30 - 39",M,1
AL,INDETERMINADA,OUTRO,"30 - 39",F,2
AL,INDETERMINADA,OUTRO,"30 - 39",M,1
AL,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,1
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,1
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,21
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,12
AL,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,1
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
AL,PNEUMONIA,DOMICILIO,"30 - 39",M,5
AL,PNEUMONIA,HOSPITAL,"30 - 39",F,25
AL,PNEUMONIA,HOSPITAL,"30 - 39",M,46
AL,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,4
AL,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
AL,SEPTICEMIA,DOMICILIO,"30 - 39",F,2
AL,SEPTICEMIA,DOMICILIO,"30 - 39",M,3
AL,SEPTICEMIA,HOSPITAL,"30 - 39",F,35
AL,SEPTICEMIA,HOSPITAL,"30 - 39",M,48
AL,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
AL,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,4
AL,SRAG,HOSPITAL,"30 - 39",F,1
AL,SRAG,HOSPITAL,"30 - 39",M,1
AL,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
AM,OUTRAS,DOMICILIO,"30 - 39",F,30
AM,OUTRAS,DOMICILIO,"30 - 39",M,73
AM,OUTRAS,HOSPITAL,"30 - 39",F,115
AM,OUTRAS,HOSPITAL,"30 - 39",M,158
AM,OUTRAS,IGNORADO,"30 - 39",M,1
AM,OUTRAS,OUTRO,"30 - 39",F,23
AM,OUTRAS,OUTRO,"30 - 39",M,70
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,11
AM,OUTRAS,VIA_PUBLICA,"30 - 39",F,8
AM,OUTRAS,VIA_PUBLICA,"30 - 39",M,112
AM,COVID,HOSPITAL,"30 - 39",M,1
AM,INDETERMINADA,DOMICILIO,"30 - 39",M,1
AM,INDETERMINADA,OUTRO,"30 - 39",F,1
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,1
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,4
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,20
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,17
AM,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,1
AM,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,3
AM,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
AM,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
AM,PNEUMONIA,DOMICILIO,"30 - 39",F,1
AM,PNEUMONIA,HOSPITAL,"30 - 39",F,23
AM,PNEUMONIA,HOSPITAL,"30 - 39",M,43
AM,PNEUMONIA,OUTRO,"30 - 39",M,3
AM,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
AM,SEPTICEMIA,HOSPITAL,"30 - 39",F,45
AM,SEPTICEMIA,HOSPITAL,"30 - 39",M,60
AM,SEPTICEMIA,OUTRO,"30 - 39",F,2
AM,SEPTICEMIA,OUTRO,"30 - 39",M,3
AM,SEPTICEMIA,VIA_PUBLICA,"30 - 39",F,1
AM,SEPTICEMIA,VIA_PUBLICA,"30 - 39",M,1
AM,SRAG,DOMICILIO,"30 - 39",F,1
AM,SRAG,DOMICILIO,"30 - 39",M,4
AM,SRAG,HOSPITAL,"30 - 39",M,6
AM,SRAG,OUTRO,"30 - 39",F,1
AP,OUTRAS,DOMICILIO,"30 - 39",F,4
AP,OUTRAS,DOMICILIO,"30 - 39",M,11
AP,OUTRAS,HOSPITAL,"30 - 39",F,17
AP,OUTRAS,HOSPITAL,"30 - 39",M,25
AP,OUTRAS,IGNORADO,"30 - 39",M,1
AP,OUTRAS,OUTRO,"30 - 39",F,1
AP,OUTRAS,OUTRO,"30 - 39",M,3
AP,OUTRAS,VIA_PUBLICA,"30 - 39",F,1
AP,OUTRAS,VIA_PUBLICA,"30 - 39",M,3
AP,INDETERMINADA,IGNORADO,"30 - 39",M,1
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,5
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,6
AP,PNEUMONIA,HOSPITAL,"30 - 39",F,10
AP,PNEUMONIA,HOSPITAL,"30 - 39",M,15
AP,PNEUMONIA,IGNORADO,"30 - 39",M,2
AP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
AP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
AP,SEPTICEMIA,HOSPITAL,"30 - 39",F,5
AP,SEPTICEMIA,HOSPITAL,"30 - 39",M,11
BA,OUTRAS,DOMICILIO,"30 - 39",F,142
BA,OUTRAS,DOMICILIO,"30 - 39",M,287
BA,OUTRAS,HOSPITAL,"30 - 39",F,385
BA,OUTRAS,HOSPITAL,"30 - 39",M,493
BA,OUTRAS,IGNORADO,"30 - 39",F,2
BA,OUTRAS,IGNORADO,"30 - 39",M,11
BA,OUTRAS,OUTRO,"30 - 39",F,16
BA,OUTRAS,OUTRO,"30 - 39",M,91
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,45
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,74
BA,OUTRAS,VIA_PUBLICA,"30 - 39",F,18
BA,OUTRAS,VIA_PUBLICA,"30 - 39",M,115
BA,COVID,DOMICILIO,"30 - 39",F,1
BA,COVID,HOSPITAL,"30 - 39",F,7
BA,COVID,HOSPITAL,"30 - 39",M,3
BA,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
BA,INDETERMINADA,DOMICILIO,"30 - 39",F,2
BA,INDETERMINADA,DOMICILIO,"30 - 39",M,4
BA,INDETERMINADA,HOSPITAL,"30 - 39",F,2
BA,INDETERMINADA,HOSPITAL,"30 - 39",M,3
BA,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,2
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,9
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,13
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,82
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,74
BA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",F,1
BA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,2
BA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,2
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,8
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,9
BA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",F,2
BA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,2
BA,PNEUMONIA,DOMICILIO,"30 - 39",F,2
BA,PNEUMONIA,DOMICILIO,"30 - 39",M,4
BA,PNEUMONIA,HOSPITAL,"30 - 39",F,70
BA,PNEUMONIA,HOSPITAL,"30 - 39",M,131
BA,PNEUMONIA,OUTRO,"30 - 39",F,3
BA,PNEUMONIA,OUTRO,"30 - 39",M,1
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,4
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,13
BA,SEPTICEMIA,DOMICILIO,"30 - 39",F,3
BA,SEPTICEMIA,DOMICILIO,"30 - 39",M,2
BA,SEPTICEMIA,HOSPITAL,"30 - 39",F,128
BA,SEPTICEMIA,HOSPITAL,"30 - 39",M,171
BA,SEPTICEMIA,OUTRO,"30 - 39",F,3
BA,SEPTICEMIA,OUTRO,"30 - 39",M,1
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,8
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,9
BA,SRAG,HOSPITAL,"30 - 39",F,1
BA,SRAG,HOSPITAL,"30 - 39",M,7
BA,SRAG,OUTRO,"30 - 39",M,2
BA,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
CE,OUTRAS,AMBULANCIA,"30 - 39",M,1
CE,OUTRAS,DOMICILIO,"30 - 39",F,74
